Time [s],Channel 2
-13.154651000,1
-0.000000000,0
0.003504000,1
0.005266000,0
0.005685000,1
0.006122000,0
0.006535000,1
0.007864000,0
0.008284000,1
0.008736000,0
0.009151000,1
0.009602000,0
0.010016000,1
0.010469000,0
0.010883000,1
0.011333000,0
0.011748000,1
0.012201000,0
0.012615000,1
0.013051000,0
0.013465000,1
0.013901000,0
0.014314000,1
0.014768000,0
0.015182000,1
0.015616000,0
0.016030000,1
0.016483000,0
0.016897000,1
0.017333000,0
0.017747000,1
0.019076000,0
0.019494000,1
0.019931000,0
0.020345000,1
0.020782000,0
0.021196000,1
0.021647000,0
0.022060000,1
0.022514000,0
0.022928000,1
0.023378000,0
0.023792000,1
0.024246000,0
0.024660000,1
0.025111000,0
0.025525000,1
0.025978000,0
0.026392000,1
0.026827000,0
0.027241000,1
0.028555000,0
0.028975000,1
0.029425000,0
0.029839000,1
0.030276000,0
0.030690000,1
0.031142000,0
0.031555000,1
0.031993000,0
0.032406000,1
0.032858000,0
0.033272000,1
0.033709000,0
0.034122000,1
0.034574000,0
0.034987000,1
0.035425000,0
0.035838000,1
0.037167000,0
0.037586000,1
0.038022000,0
0.038437000,1
0.039751000,0
0.040169000,1
0.041499000,0
0.041916000,1
0.043247000,0
0.043666000,1
0.044978000,0
0.045397000,1
0.045848000,0
0.046261000,1
0.046698000,0
0.047113000,1
0.048443000,0
0.048862000,1
0.049297000,0
0.049711000,1
0.051040000,0
0.051459000,1
0.052787000,0
0.053207000,1
0.054521000,0
0.054941000,1
0.056254000,0
0.056672000,1
0.057123000,0
0.057536000,1
0.058852000,0
0.059270000,1
0.132360000,0
0.135867000,1
0.137636000,0
0.138054000,1
0.138507000,0
0.138921000,1
0.140234000,0
0.140653000,1
0.141104000,0
0.141518000,1
0.141955000,0
0.142368000,1
0.142820000,0
0.143234000,1
0.143671000,0
0.144085000,1
0.144536000,0
0.144950000,1
0.145386000,0
0.145800000,1
0.146238000,0
0.146652000,1
0.147103000,0
0.147517000,1
0.147954000,0
0.148368000,1
0.148819000,0
0.149233000,1
0.149670000,0
0.150084000,1
0.151398000,0
0.151817000,1
0.152269000,0
0.152683000,1
0.153118000,0
0.153531000,1
0.153968000,0
0.154383000,1
0.154833000,0
0.155247000,1
0.155684000,0
0.156098000,1
0.156550000,0
0.156963000,1
0.157401000,0
0.157815000,1
0.158265000,0
0.158680000,1
0.159116000,0
0.159531000,1
0.160845000,0
0.161264000,1
0.161698000,0
0.162113000,1
0.162566000,0
0.162979000,1
0.163416000,0
0.163829000,1
0.164282000,0
0.164696000,1
0.165131000,0
0.165545000,1
0.165998000,0
0.166412000,1
0.166847000,0
0.167261000,1
0.167697000,0
0.168112000,1
0.169441000,0
0.169860000,1
0.170313000,0
0.170726000,1
0.172039000,0
0.172458000,1
0.173771000,0
0.174190000,1
0.175519000,0
0.175938000,1
0.177268000,0
0.177688000,1
0.178138000,0
0.178552000,1
0.178989000,0
0.179403000,1
0.180732000,0
0.181151000,1
0.181587000,0
0.182001000,1
0.183316000,0
0.183733000,1
0.185063000,0
0.185481000,1
0.186811000,0
0.187229000,1
0.188544000,0
0.188963000,1
0.189413000,0
0.189828000,1
0.191142000,0
0.191561000,1
0.264655000,0
0.268157000,1
0.269912000,0
0.270330000,1
0.270781000,0
0.271195000,1
0.272526000,0
0.272946000,1
0.273396000,0
0.273810000,1
0.274263000,0
0.274677000,1
0.275129000,0
0.275542000,1
0.275995000,0
0.276409000,1
0.276860000,0
0.277274000,1
0.277711000,0
0.278125000,1
0.278578000,0
0.278992000,1
0.279427000,0
0.279841000,1
0.280294000,0
0.280708000,1
0.281143000,0
0.281557000,1
0.282009000,0
0.282422000,1
0.283738000,0
0.284156000,1
0.284607000,0
0.285020000,1
0.285457000,0
0.285871000,1
0.286325000,0
0.286738000,1
0.287188000,0
0.287603000,1
0.288056000,0
0.288470000,1
0.288922000,0
0.289335000,1
0.289788000,0
0.290203000,1
0.290654000,0
0.291067000,1
0.291521000,0
0.291934000,1
0.293245000,0
0.293666000,1
0.294103000,0
0.294516000,1
0.294968000,0
0.295382000,1
0.295819000,0
0.296232000,1
0.296683000,0
0.297098000,1
0.297535000,0
0.297949000,1
0.298400000,0
0.298813000,1
0.299251000,0
0.299664000,1
0.300102000,0
0.300515000,1
0.301828000,0
0.302248000,1
0.302698000,0
0.303112000,1
0.304445000,0
0.304862000,1
0.306176000,0
0.306594000,1
0.307906000,0
0.308326000,1
0.309656000,0
0.310073000,1
0.310511000,0
0.310924000,1
0.311361000,0
0.311775000,1
0.313087000,0
0.313506000,1
0.313957000,0
0.314371000,1
0.315687000,0
0.316106000,1
0.317418000,0
0.317837000,1
0.319166000,0
0.319585000,1
0.320916000,0
0.321335000,1
0.321769000,0
0.322183000,1
0.323498000,0
0.323917000,1
0.607909000,1
