Time [s],Channel 2
-17.167543000,1
-0.000000000,0
0.008912000,1
0.013405000,0
0.013948000,1
0.014499000,0
0.015038000,1
0.016708000,0
0.017251000,1
0.017803000,0
0.018341000,1
0.020027000,0
0.020570000,1
0.021138000,0
0.021677000,1
0.023363000,0
0.023906000,1
0.025592000,0
0.026135000,1
0.027806000,0
0.028350000,1
0.030021000,0
0.030562000,1
0.032233000,0
0.032776000,1
0.034445000,0
0.034989000,1
0.035539000,0
0.036079000,1
0.036645000,0
0.037185000,1
0.037751000,0
0.038291000,1
0.039978000,0
0.040520000,1
0.042191000,0
0.042734000,1
0.044405000,0
0.044948000,1
0.046617000,0
0.047161000,1
0.048831000,0
0.049373000,1
0.049925000,0
0.050464000,1
0.052150000,0
0.052693000,1
0.053259000,0
0.053799000,1
0.054367000,0
0.054907000,1
0.055457000,0
0.055997000,1
0.056565000,0
0.057105000,1
0.057655000,0
0.058194000,1
0.058746000,0
0.059285000,1
0.060955000,0
0.061497000,1
0.062064000,0
0.062604000,1
0.064290000,0
0.064833000,1
0.066520000,0
0.067062000,1
0.068734000,0
0.069276000,1
0.107690000,0
0.116627000,1
0.121114000,0
0.121657000,1
0.122208000,0
0.122747000,1
0.124417000,0
0.124960000,1
0.125512000,0
0.126051000,1
0.127720000,0
0.128263000,1
0.128831000,0
0.129370000,1
0.131056000,0
0.131599000,1
0.133285000,0
0.133829000,1
0.135500000,0
0.136042000,1
0.137728000,0
0.138272000,1
0.139957000,0
0.140501000,1
0.142189000,0
0.142731000,1
0.143281000,0
0.143821000,1
0.144387000,0
0.144926000,1
0.145494000,0
0.146033000,1
0.147718000,0
0.148261000,1
0.149933000,0
0.150476000,1
0.152145000,0
0.152689000,1
0.154359000,0
0.154903000,1
0.156573000,0
0.157116000,1
0.157667000,0
0.158206000,1
0.159875000,0
0.160419000,1
0.160986000,0
0.161525000,1
0.162092000,0
0.162632000,1
0.164303000,0
0.164845000,1
0.165412000,0
0.165952000,1
0.166519000,0
0.167058000,1
0.167627000,0
0.168167000,1
0.169851000,0
0.170395000,1
0.170947000,0
0.171486000,1
0.173155000,0
0.173699000,1
0.175368000,0
0.175911000,1
0.176464000,0
0.177003000,1
0.215471000,0
0.224382000,1
0.228872000,0
0.229415000,1
0.229981000,0
0.230521000,1
0.232209000,0
0.232752000,1
0.233303000,0
0.233842000,1
0.235512000,0
0.236055000,1
0.236606000,0
0.237146000,1
0.238815000,0
0.239359000,1
0.241029000,0
0.241573000,1
0.243243000,0
0.243785000,1
0.245471000,0
0.246015000,1
0.247702000,0
0.248244000,1
0.249931000,0
0.250473000,1
0.251042000,0
0.251581000,1
0.252132000,0
0.252671000,1
0.253222000,0
0.253762000,1
0.255432000,0
0.255975000,1
0.257644000,0
0.258187000,1
0.259873000,0
0.260417000,1
0.262103000,0
0.262646000,1
0.264334000,0
0.264877000,1
0.265428000,0
0.265968000,1
0.267638000,0
0.268181000,1
0.268731000,0
0.269271000,1
0.269838000,0
0.270377000,1
0.272049000,0
0.272591000,1
0.273142000,0
0.273681000,1
0.274248000,0
0.274788000,1
0.275354000,0
0.275894000,1
0.277580000,0
0.278123000,1
0.278692000,0
0.279231000,1
0.280918000,0
0.281461000,1
0.283148000,0
0.283690000,1
0.284240000,0
0.284780000,1
0.527177000,1
