Time [s],Channel 2
-19.935399000,1
0.000000000,0
0.004503000,1
0.008998000,0
0.009543000,1
0.011211000,0
0.011755000,1
0.012307000,0
0.012846000,1
0.014532000,0
0.015074000,1
0.015642000,0
0.016182000,1
0.016751000,0
0.017290000,1
0.017841000,0
0.018380000,1
0.018947000,0
0.019486000,1
0.020039000,0
0.020577000,1
0.022248000,0
0.022791000,1
0.023342000,0
0.023881000,1
0.025552000,0
0.026094000,1
0.026662000,0
0.027201000,1
0.027770000,0
0.028309000,1
0.028860000,0
0.029399000,1
0.029950000,0
0.030489000,1
0.031041000,0
0.031580000,1
0.032132000,0
0.032670000,1
0.034340000,0
0.034883000,1
0.035451000,0
0.035990000,1
0.036557000,0
0.037096000,1
0.037665000,0
0.038204000,1
0.038755000,0
0.039294000,1
0.039861000,0
0.040401000,1
0.040953000,0
0.041492000,1
0.043161000,0
0.043705000,1
0.044256000,0
0.044795000,1
0.046465000,0
0.047008000,1
0.048679000,0
0.049221000,1
0.050892000,0
0.051435000,1
0.053105000,0
0.053648000,1
0.055319000,0
0.055862000,1
0.057531000,0
0.058074000,1
0.107704000,0
0.112205000,1
0.116690000,0
0.117236000,1
0.118922000,0
0.119465000,1
0.120017000,0
0.120556000,1
0.122226000,0
0.122768000,1
0.123320000,0
0.123858000,1
0.124426000,0
0.124965000,1
0.125534000,0
0.126073000,1
0.126624000,0
0.127163000,1
0.127714000,0
0.128252000,1
0.129938000,0
0.130482000,1
0.131050000,0
0.131590000,1
0.133275000,0
0.133818000,1
0.134370000,0
0.134908000,1
0.135475000,0
0.136015000,1
0.136581000,0
0.137121000,1
0.137689000,0
0.138228000,1
0.138779000,0
0.139318000,1
0.139885000,0
0.140424000,1
0.142112000,0
0.142655000,1
0.143206000,0
0.143745000,1
0.144296000,0
0.144835000,1
0.145402000,0
0.145940000,1
0.146510000,0
0.147049000,1
0.147600000,0
0.148139000,1
0.148690000,0
0.149229000,1
0.150915000,0
0.151458000,1
0.152027000,0
0.152566000,1
0.154251000,0
0.154794000,1
0.156481000,0
0.157024000,1
0.158711000,0
0.159253000,1
0.160939000,0
0.161482000,1
0.163169000,0
0.163711000,1
0.165381000,0
0.165924000,1
0.215556000,0
0.220057000,1
0.224544000,0
0.225089000,1
0.226758000,0
0.227301000,1
0.227868000,0
0.228408000,1
0.230094000,0
0.230636000,1
0.231205000,0
0.231745000,1
0.232295000,0
0.232835000,1
0.233386000,0
0.233925000,1
0.234491000,0
0.235031000,1
0.235582000,0
0.236123000,1
0.237792000,0
0.238335000,1
0.238887000,0
0.239426000,1
0.241112000,0
0.241654000,1
0.242222000,0
0.242761000,1
0.243330000,0
0.243869000,1
0.244420000,0
0.244960000,1
0.245526000,0
0.246065000,1
0.246618000,0
0.247157000,1
0.247708000,0
0.248247000,1
0.249916000,0
0.250459000,1
0.251026000,0
0.251566000,1
0.252135000,0
0.252674000,1
0.253225000,0
0.253763000,1
0.254314000,0
0.254854000,1
0.255420000,0
0.255960000,1
0.256513000,0
0.257052000,1
0.258721000,0
0.259264000,1
0.259816000,0
0.260356000,1
0.262024000,0
0.262569000,1
0.264238000,0
0.264782000,1
0.266452000,0
0.266995000,1
0.268665000,0
0.269208000,1
0.270878000,0
0.271421000,1
0.273093000,0
0.273635000,1
0.511833000,1
